Id,Label,timeset,d0,indegree,outdegree,Degree
Nicaraguan Armed Forces,Nicaraguan Armed Forces,,0,2,0,2
Economy Of Cape Verde,Economy Of Cape Verde,,0,2,0,2
Botanical Garden,Botanical Garden,,0,2,0,2
Júlio Bueno Brandão,Júlio Bueno Brandão,,0,3,0,3
Setubinha,Setubinha,,0,4,0,4
Central Africa,Central Africa,,0,6,0,6
Senate Of Gabon,Senate Of Gabon,,0,2,0,2
First Indochina War,First Indochina War,,0,2,0,2
Carioca,Carioca,,0,7,0,7
"Afonso, Duke Of Porto","Afonso, Duke Of Porto",,0,6,0,6
Software Maintenance,Software Maintenance,,0,2,0,2
Vlm (Rocket),Vlm (Rocket),,0,3,0,3
Annatto,Annatto,,0,2,0,2
João Pereira Dos Santos,João Pereira Dos Santos,,0,2,0,2
Immigration And Naturalization Directorate Of Somalia,Immigration And Naturalization Directorate Of Somalia,,0,2,0,2
Rafael Jambeiro,Rafael Jambeiro,,0,4,0,4
Fernando De Mello Viana,Fernando De Mello Viana,,0,2,0,2
Daniel Ortega,Daniel Ortega,,0,2,0,2
"São Francisco De Paula, Minas Gerais","São Francisco De Paula, Minas Gerais",,0,4,0,4
Veneziano Vital Do Rêgo,Veneziano Vital Do Rêgo,,0,2,0,2
Ivan Aivazovsky,Ivan Aivazovsky,,0,4,0,4
Press Freedom Index,Press Freedom Index,,0,2,0,2
Oat,Oat,,0,5,0,5
Corinthians Democracy,Corinthians Democracy,,0,2,0,2
Grande Armée,Grande Armée,,0,2,0,2
South Bolivian Quechua,South Bolivian Quechua,,0,2,0,2
Roman Catholic Archdiocese Of Niterói,Roman Catholic Archdiocese Of Niterói,,0,2,0,2
"Bagre, Pará","Bagre, Pará",,0,4,0,4
"Bom Jesus, Santa Catarina","Bom Jesus, Santa Catarina",,0,2,0,2
Directorate General Of Customs And Indirect Taxes (Benin),Directorate General Of Customs And Indirect Taxes (Benin),,0,2,0,2
National Domestic Extremism And Disorder Intelligence Unit,National Domestic Extremism And Disorder Intelligence Unit,,0,2,0,2
Brumana Pugliese,Brumana Pugliese,,0,2,0,2
Table Of World Heritage Sites By Country,Table Of World Heritage Sites By Country,,0,2,0,2
Biguaçu,Biguaçu,,0,2,0,2
Slavery In Ethiopia,Slavery In Ethiopia,,0,4,0,4
Music Of Brazil,Music Of Brazil,,0,176,388,564
Mato Verde,Mato Verde,,0,4,0,4
Užgavėnės,Užgavėnės,,0,2,0,2
Würstelstand,Würstelstand,,0,2,0,2
Amazônia National Park,Amazônia National Park,,0,4,0,4
Ricardo Ferraço,Ricardo Ferraço,,0,8,0,8
The Japan Times,The Japan Times,,0,2,0,2
Secular Jewish Music,Secular Jewish Music,,0,2,0,2
Battle Of Mărășești,Battle Of Mărășești,,0,2,0,2
Agustawestland Aw139,Agustawestland Aw139,,0,2,0,2
1924 Chilean Coup D'État,1924 Chilean Coup D'État,,0,2,0,2
Wayampi Language,Wayampi Language,,0,4,0,4
Regional African Satellite Communication Organization,Regional African Satellite Communication Organization,,0,2,0,2
German Minority In Poland,German Minority In Poland,,0,2,0,2
Coca-Cola,Coca-Cola,,0,4,0,4
José Palmeira Lessa,José Palmeira Lessa,,0,2,0,2
Br-317,Br-317,,0,2,0,2
Battle Of Lübeck,Battle Of Lübeck,,0,2,0,2
Pabellón Criollo,Pabellón Criollo,,0,2,0,2
Crystalline Rock,Crystalline Rock,,0,2,0,2
"Lucena, Paraíba","Lucena, Paraíba",,0,2,0,2
Heráclito Fortes,Heráclito Fortes,,0,8,0,8
Guyana Defence Force,Guyana Defence Force,,0,2,0,2
People'S Consultative Assembly,People'S Consultative Assembly,,0,2,0,2
Ticuna Language,Ticuna Language,,0,7,0,7
Borda Da Mata,Borda Da Mata,,0,4,0,4
Macro-Chibchan Languages,Macro-Chibchan Languages,,0,2,0,2
Deputado Luís Eduardo Magalhães International Airport,Deputado Luís Eduardo Magalhães International Airport,,0,5,0,5
Main Street,Main Street,,0,2,0,2
University Of California Press,University Of California Press,,0,4,0,4
Andaraí,Andaraí,,0,4,0,4
Urdu Literature,Urdu Literature,,0,2,0,2
William J. Anderson,William J. Anderson,,0,2,0,2
Isaías De Noronha,Isaías De Noronha,,0,16,0,16
Ibiúna,Ibiúna,,0,2,0,2
Geosynchronous Satellite,Geosynchronous Satellite,,0,2,0,2
State Security Service (Nigeria),State Security Service (Nigeria),,0,2,0,2
Karl Bryullov,Karl Bryullov,,0,4,0,4
Encarnação (Novel),Encarnação (Novel),,0,3,0,3
Leonard Black,Leonard Black,,0,2,0,2
Ego (Freudian),Ego (Freudian),,0,2,0,2
Tragedy,Tragedy,,0,2,0,2
Parliament Of Namibia,Parliament Of Namibia,,0,2,0,2
Microregion Of Pelotas,Microregion Of Pelotas,,0,3,0,3
Promissão,Promissão,,0,2,0,2
Fencing,Fencing,,0,5,0,5
Internal Security Forces,Internal Security Forces,,0,2,0,2
Miguel Osório De Almeida,Miguel Osório De Almeida,,0,15,0,15
Science Fiction,Science Fiction,,0,2,0,2
Porto Calvo,Porto Calvo,,0,3,0,3
Munduruku,Munduruku,,0,8,0,8
Ana Claudia Michels,Ana Claudia Michels,,0,2,0,2
São João Da Mata,São João Da Mata,,0,4,0,4
Farm-To-Market Road,Farm-To-Market Road,,0,2,0,2
Amanda Nunes,Amanda Nunes,,0,2,0,2
Copa Sul-Minas,Copa Sul-Minas,,0,2,0,2
Housing,Housing,,0,3,0,3
Brazilian Supreme Court,Brazilian Supreme Court,,0,2,0,2
Landless Workers' Movement,Landless Workers' Movement,,0,8,0,8
Goianinha,Goianinha,,0,2,0,2
Treaty Of The Triple Alliance,Treaty Of The Triple Alliance,,0,2,0,2
Cidade Dutra,Cidade Dutra,,0,2,0,2
German Immigration To Puerto Rico,German Immigration To Puerto Rico,,0,2,0,2
Venezuelan Presidential Crisis,Venezuelan Presidential Crisis,,0,2,0,2
Inflation Rate,Inflation Rate,,0,3,0,3
João Pessoa Cavalcanti De Albuquerque,João Pessoa Cavalcanti De Albuquerque,,0,5,0,5
History Of The Jews In Chile,History Of The Jews In Chile,,0,2,0,2
Gorlice–Tarnów Offensive,Gorlice–Tarnów Offensive,,0,2,0,2
French Academy Of Sciences,French Academy Of Sciences,,0,3,0,3
Apinayé Language,Apinayé Language,,0,6,0,6
Dalva De Oliveira,Dalva De Oliveira,,0,2,0,2
Indonesian Invasion Of East Timor,Indonesian Invasion Of East Timor,,0,6,0,6
Legislative Assembly Of São Paulo,Legislative Assembly Of São Paulo,,0,14,0,14
Baltic Germans,Baltic Germans,,0,2,0,2
2018 Brazilian Presidential Election,2018 Brazilian Presidential Election,,0,5,0,5
Sultanate Of Zanzibar,Sultanate Of Zanzibar,,0,2,0,2
Senate (Equatorial Guinea),Senate (Equatorial Guinea),,0,2,0,2
Nenê,Nenê,,0,3,0,3
Paralympic Games,Paralympic Games,,0,4,0,4
Leila Cristine Schuster,Leila Cristine Schuster,,0,2,0,2
Agricolândia,Agricolândia,,0,2,0,2
Ricardo Lewandowski,Ricardo Lewandowski,,0,11,0,11
Petra,Petra,,0,2,0,2
Angra Dos Reis,Angra Dos Reis,,0,14,0,14
Pine,Pine,,0,4,0,4
São Paulo Fc,São Paulo Fc,,0,4,0,4
Panic Of 1825,Panic Of 1825,,0,3,0,3
Sumaré,Sumaré,,0,4,0,4
War Of Canudos,War Of Canudos,,0,31,0,31
J. Macêdo,J. Macêdo,,0,2,0,2
Babaçu,Babaçu,,0,2,0,2
Judeo-Iranian Languages,Judeo-Iranian Languages,,0,2,0,2
Luiz Philippe Of Orléans-Braganza,Luiz Philippe Of Orléans-Braganza,,0,6,0,6
Chute Boxe Academy,Chute Boxe Academy,,0,2,0,2
Santiagueño Quechua,Santiagueño Quechua,,0,2,0,2
Halakha,Halakha,,0,2,0,2
Orquestra Filarmônica De Minas Gerais,Orquestra Filarmônica De Minas Gerais,,0,16,0,16
Glass,Glass,,0,2,0,2
Volta-Bani War,Volta-Bani War,,0,2,0,2
House Of Representatives (Nepal),House Of Representatives (Nepal),,0,2,0,2
Caraúbas Do Piauí,Caraúbas Do Piauí,,0,2,0,2
Débora Bloch,Débora Bloch,,0,2,0,2
Allan Kardec,Allan Kardec,,0,2,0,2
Bahamas Customs Service,Bahamas Customs Service,,0,2,0,2
Capelinha,Capelinha,,0,4,0,4
Monarchy Of Saint Vincent And The Grenadines,Monarchy Of Saint Vincent And The Grenadines,,0,2,0,2
Armenian Passport And Visa Department,Armenian Passport And Visa Department,,0,2,0,2
Parliament Of The United Kingdom,Parliament Of The United Kingdom,,0,7,0,7
Race And Society,Race And Society,,0,2,0,2
Isaquias Queiroz,Isaquias Queiroz,,0,2,0,2
Mullet (Haircut),Mullet (Haircut),,0,2,0,2
Biological Reserve (Brazil),Biological Reserve (Brazil),,0,3,0,3
John V Of Portugal,John V Of Portugal,,0,9,0,9
Votorantim,Votorantim,,0,3,0,3
Portuguese Braille,Portuguese Braille,,0,2,0,2
Vtol,Vtol,,0,2,0,2
Documentary Film,Documentary Film,,0,3,0,3
Lao-Lao,Lao-Lao,,0,2,0,2
Religion In Grenada,Religion In Grenada,,0,2,0,2
Soviet Customs Service,Soviet Customs Service,,0,2,0,2
"Brazilian Legislative Election, 1982","Brazilian Legislative Election, 1982",,0,3,0,3
European Economic Area,European Economic Area,,0,3,0,3
Bolivian National Revolution,Bolivian National Revolution,,0,2,0,2
Nova Maringá,Nova Maringá,,0,2,0,2
Location (Geography),Location (Geography),,0,2,0,2
Alligator,Alligator,,0,4,0,4
Danish Defence Intelligence Service,Danish Defence Intelligence Service,,0,2,0,2
Ice Pellets,Ice Pellets,,0,2,0,2
Daguerreotype,Daguerreotype,,0,2,0,2
Swedes,Swedes,,0,2,0,2
Brazilian Basketball Confederation,Brazilian Basketball Confederation,,0,2,0,2
Cajapió,Cajapió,,0,3,0,3
Upper Yafa,Upper Yafa,,0,2,0,2
Prontor-Compur,Prontor-Compur,,0,2,0,2
Araguaia Guerrilla War,Araguaia Guerrilla War,,0,21,0,21
São José Da Lapa,São José Da Lapa,,0,4,0,4
Umburatiba,Umburatiba,,0,4,0,4
Ferdinand Vii Of Spain,Ferdinand Vii Of Spain,,0,3,0,3
History Of The Constitution Of Brazil,History Of The Constitution Of Brazil,,0,45,0,45
Intelligence Division (Finland),Intelligence Division (Finland),,0,2,0,2
Taipei–Keelung Metropolitan Area,Taipei–Keelung Metropolitan Area,,0,3,0,3
Play (Theatre),Play (Theatre),,0,2,0,2
Louis Ix Of France,Louis Ix Of France,,0,2,0,2
"Cocos, Bahia","Cocos, Bahia",,0,4,0,4
Cardeal Da Silva,Cardeal Da Silva,,0,4,0,4
1808 (Book),1808 (Book),,0,3,0,3
Sushi,Sushi,,0,2,0,2
Senador Cortes,Senador Cortes,,0,4,0,4
Immediate Geographic Region Of Guanhães,Immediate Geographic Region Of Guanhães,,0,4,0,4
Eliziane Gama,Eliziane Gama,,0,5,0,5
Mouth Bar,Mouth Bar,,0,2,0,2
Uberaba,Uberaba,,0,7,0,7
Bertolt Brecht,Bertolt Brecht,,0,3,0,3
Unified Workers' Socialist Party,Unified Workers' Socialist Party,,0,3,0,3
Sala São Paulo,Sala São Paulo,,0,6,0,6
The Slave Community,The Slave Community,,0,2,0,2
History Of The Jews In Ecuador,History Of The Jews In Ecuador,,0,2,0,2
Unified Modeling Language,Unified Modeling Language,,0,2,0,2
Augustin Saint-Hilaire,Augustin Saint-Hilaire,,0,3,0,3
South Carolina,South Carolina,,0,3,0,3
Basketball At The 1976 Summer Olympics,Basketball At The 1976 Summer Olympics,,0,2,0,2
Participatory Budgeting,Participatory Budgeting,,0,2,0,2
Sprawl (Grappling),Sprawl (Grappling),,0,2,0,2
Caaporã,Caaporã,,0,2,0,2
Mpeg-4 Part 2,Mpeg-4 Part 2,,0,2,0,2
African People,African People,,0,4,0,4
Matões,Matões,,0,3,0,3
1902 Paraguayan Coup D'État,1902 Paraguayan Coup D'État,,0,2,0,2
Mineiros Do Tietê,Mineiros Do Tietê,,0,2,0,2
Highway System Of São Paulo,Highway System Of São Paulo,,0,3,0,3
Federal Railroad Police,Federal Railroad Police,,0,14,73,87
Tamborim,Tamborim,,0,3,0,3
"Povo Panará, Mato Grosso E Pará","Povo Panará, Mato Grosso E Pará",,0,16,0,16
1989 Paraguayan Coup D'État,1989 Paraguayan Coup D'État,,0,3,0,3
Currywurst,Currywurst,,0,2,0,2
Nobel Prize In Literature,Nobel Prize In Literature,,0,2,0,2
National Police Agency (South Korea),National Police Agency (South Korea),,0,2,0,2
"Directorate Of Identification, Immigration And Foreigner (Cuba)","Directorate Of Identification, Immigration And Foreigner (Cuba)",,0,2,0,2
Minsky Moment,Minsky Moment,,0,3,0,3
Excellency,Excellency,,0,20,0,20
"Tristeza, Rio Grande Do Sul","Tristeza, Rio Grande Do Sul",,0,2,0,2
António Raposo Tavares,António Raposo Tavares,,0,4,0,4
Goiás State University,Goiás State University,,0,3,0,3
Treaty Of Kiel,Treaty Of Kiel,,0,2,0,2
São Martinho Da Serra,São Martinho Da Serra,,0,3,0,3
Rosiska Darcy De Oliveira,Rosiska Darcy De Oliveira,,0,14,0,14
Post-2008 Irish Banking Crisis,Post-2008 Irish Banking Crisis,,0,3,0,3
"Ponta Grossa, Rio Grande Do Sul","Ponta Grossa, Rio Grande Do Sul",,0,2,0,2
Declaration Of Montreal,Declaration Of Montreal,,0,2,0,2
Methodist Church,Methodist Church,,0,3,0,3
Bmw 3 Series,Bmw 3 Series,,0,2,0,2
Inter-American Development Bank,Inter-American Development Bank,,0,11,0,11
Boa Esperança Do Sul,Boa Esperança Do Sul,,0,2,0,2
Constitution Of Paraguay,Constitution Of Paraguay,,0,2,0,2
Chaotic Bubble,Chaotic Bubble,,0,2,0,2
Serra Da Barriga,Serra Da Barriga,,0,2,0,2
Transylvanian Landler,Transylvanian Landler,,0,2,0,2
Mont Baung,Mont Baung,,0,2,0,2
Sumidouro,Sumidouro,,0,5,0,5
Samba (Brazilian Dance),Samba (Brazilian Dance),,0,5,0,5
Krahô,Krahô,,0,4,0,4
Euro,Euro,,0,4,0,4
Paraná-Wolga-Deutsch,Paraná-Wolga-Deutsch,,0,2,0,2
Reyesano Language,Reyesano Language,,0,2,0,2
State Intelligence Services (The Gambia),State Intelligence Services (The Gambia),,0,2,0,2
Peixe-Boi,Peixe-Boi,,0,4,0,4
Order Of Naval Merit (Brazil),Order Of Naval Merit (Brazil),,0,3,0,3
Police Of Australia,Police Of Australia,,0,2,0,2
Brasil Escola,Brasil Escola,,0,2,0,2
"Brazilian Presidential Election, 2002","Brazilian Presidential Election, 2002",,0,5,188,193
Modern Pentathlon In Brazil,Modern Pentathlon In Brazil,,0,2,0,2
Submarine Chaser,Submarine Chaser,,0,2,0,2
Luiz Sá,Luiz Sá,,0,2,0,2
Br-437,Br-437,,0,2,0,2
Joanésia,Joanésia,,0,4,0,4
Carbuss,Carbuss,,0,2,0,2
International Standard Audiovisual Number,International Standard Audiovisual Number,,0,2,0,2
Lajes Pintadas,Lajes Pintadas,,0,2,0,2
Hugo Viana (Fighter),Hugo Viana (Fighter),,0,2,0,2
Vlora War,Vlora War,,0,2,0,2
Personal Apostolic Administration Of Saint John Mary Vianney,Personal Apostolic Administration Of Saint John Mary Vianney,,0,2,0,2
German Revolution Of 1918–1919,German Revolution Of 1918–1919,,0,2,0,2
Physician,Physician,,0,5,0,5
Wall Street Crash Of 1929,Wall Street Crash Of 1929,,0,8,0,8
Communication,Communication,,0,3,0,3
Education In Guyana,Education In Guyana,,0,2,0,2
Senate Of The Kingdom Of Serbia,Senate Of The Kingdom Of Serbia,,0,2,0,2
Evaldo Cabral De Mello,Evaldo Cabral De Mello,,0,15,0,15
European Astronaut Centre,European Astronaut Centre,,0,2,0,2
Crucifix Position,Crucifix Position,,0,2,0,2
The Wealth Of Nations,The Wealth Of Nations,,0,3,0,3
Oslo Metro,Oslo Metro,,0,2,0,2
Cândido Godói,Cândido Godói,,0,5,0,5
Indonesian Martial Arts,Indonesian Martial Arts,,0,4,0,4
Roman Catholic Territorial Prelature Of São Félix,Roman Catholic Territorial Prelature Of São Félix,,0,2,0,2
Palmeirais,Palmeirais,,0,2,0,2
Fartura Do Piauí,Fartura Do Piauí,,0,2,0,2
Bingen Am Rhein,Bingen Am Rhein,,0,2,0,2
Salesópolis,Salesópolis,,0,3,0,3
Bouneschlupp,Bouneschlupp,,0,2,0,2
Água Doce Do Norte,Água Doce Do Norte,,0,3,0,3
National Council (Austria),National Council (Austria),,0,2,0,2
Independence Park (São Paulo),Independence Park (São Paulo),,0,5,0,5
Iso/Iec 8859-15,Iso/Iec 8859-15,,0,2,0,2
East Asian Cuisine,East Asian Cuisine,,0,2,0,2
Jaguaré,Jaguaré,,0,3,0,3
Paris,Paris,,0,22,0,22
Regina Casé,Regina Casé,,0,16,0,16
Bicameral,Bicameral,,0,5,0,5
Benjamin Constant Do Sul,Benjamin Constant Do Sul,,0,3,0,3
Paripueira,Paripueira,,0,2,0,2
Phonetics,Phonetics,,0,3,0,3
Caldo Tlalpeño,Caldo Tlalpeño,,0,2,0,2
"Castro, Paraná","Castro, Paraná",,0,4,0,4
Ideli Salvatti,Ideli Salvatti,,0,3,0,3
Law Enforcement In The United Kingdom,Law Enforcement In The United Kingdom,,0,2,0,2
Binatog,Binatog,,0,2,0,2
Convention Of Tauroggen,Convention Of Tauroggen,,0,2,0,2
Nadëb Language,Nadëb Language,,0,6,0,6
"Caxias, Maranhão","Caxias, Maranhão",,0,6,0,6
Space Western,Space Western,,0,2,0,2
Bunny Chow,Bunny Chow,,0,2,0,2
Netherlands In World War I,Netherlands In World War I,,0,2,0,2
Catholic Church In Switzerland,Catholic Church In Switzerland,,0,2,0,2
Tax And Customs Authority (Portugal),Tax And Customs Authority (Portugal),,0,2,0,2
Imperial Parliament Of Ethiopia,Imperial Parliament Of Ethiopia,,0,2,0,2
Vs-40,Vs-40,,0,3,0,3
Okuri Eri Jime,Okuri Eri Jime,,0,2,0,2
Nativization,Nativization,,0,2,0,2
Juvenília,Juvenília,,0,4,0,4
Itaituba,Itaituba,,0,5,0,5
"Água Branca, Piauí","Água Branca, Piauí",,0,2,0,2
Slavery In Brazil,Slavery In Brazil,,0,71,297,368
Camisa Verde E Branco,Camisa Verde E Branco,,0,17,0,17
Maurren Maggi,Maurren Maggi,,0,3,0,3
Decree 1775,Decree 1775,,0,3,0,3
Discrimination,Discrimination,,0,3,0,3
Jubilee (Novel),Jubilee (Novel),,0,2,0,2
Indonesian Financial Transaction Reports And Analysis Center,Indonesian Financial Transaction Reports And Analysis Center,,0,2,0,2
Summary Execution,Summary Execution,,0,2,0,2
Pasulj,Pasulj,,0,2,0,2
"Tabatinga, São Paulo","Tabatinga, São Paulo",,0,2,0,2
Sugar Plantations In The Caribbean,Sugar Plantations In The Caribbean,,0,4,0,4
Itiruçu,Itiruçu,,0,4,0,4
Triangle Choke,Triangle Choke,,0,2,0,2
Freedom House,Freedom House,,0,3,0,3
Gondwana,Gondwana,,0,3,0,3
Brazilian Superior War School,Brazilian Superior War School,,0,2,0,2
Priest,Priest,,0,3,0,3
Teles Pires,Teles Pires,,0,4,0,4
Capital Punishment,Capital Punishment,,0,2,0,2
Catholic Church In Ecuador,Catholic Church In Ecuador,,0,2,0,2
Portuguese Nagasaki,Portuguese Nagasaki,,0,6,0,6
Religion In Andorra,Religion In Andorra,,0,2,0,2
Campo Florido,Campo Florido,,0,4,0,4
Campeonato Brasileiro Série D,Campeonato Brasileiro Série D,,0,2,0,2
Antigua And Barbuda,Antigua And Barbuda,,0,9,438,447
Sausage,Sausage,,0,3,0,3
Italian Diaspora,Italian Diaspora,,0,4,0,4
Mizrahi Jew,Mizrahi Jew,,0,5,0,5
Madeira-Mamoré Railroad,Madeira-Mamoré Railroad,,0,5,0,5
Lúcio Costa,Lúcio Costa,,0,19,0,19
Tropical Cyclone,Tropical Cyclone,,0,3,0,3
European Union Aviation Safety Agency,European Union Aviation Safety Agency,,0,2,0,2
Pitimbu,Pitimbu,,0,2,0,2
Communications Security Establishment,Communications Security Establishment,,0,2,0,2
Cargo Ship,Cargo Ship,,0,2,0,2
Carmésia,Carmésia,,0,4,0,4
Luanda,Luanda,,0,10,0,10
Nova Candelária,Nova Candelária,,0,3,0,3
Guaiçara,Guaiçara,,0,2,0,2
Assis,Assis,,0,3,0,3
Treaty Of Bucharest (1916),Treaty Of Bucharest (1916),,0,2,0,2
Pucrs,Pucrs,,0,3,0,3
Sistema De Trens Urbanos De Natal,Sistema De Trens Urbanos De Natal,,0,9,0,9
"Nazaré, Bahia","Nazaré, Bahia",,0,4,0,4
Salmourão,Salmourão,,0,2,0,2
Nisei,Nisei,,0,4,0,4
Battle Of Abensberg,Battle Of Abensberg,,0,2,0,2
1930 Fifa World Cup,1930 Fifa World Cup,,0,2,0,2
"Belmonte, Portugal","Belmonte, Portugal",,0,2,0,2
Posse Comitatus (Common Law),Posse Comitatus (Common Law),,0,2,0,2
Brazilian Democratic Movement Party,Brazilian Democratic Movement Party,,0,13,0,13
Bakso,Bakso,,0,2,0,2
Brazilian Revolution Of 1930,Brazilian Revolution Of 1930,,0,45,174,219
Glottal Stop,Glottal Stop,,0,2,0,2
Prince Francis Joseph Of Braganza,Prince Francis Joseph Of Braganza,,0,6,0,6
Ituberá,Ituberá,,0,4,0,4
Panic Of 1896,Panic Of 1896,,0,3,0,3
Hans Staden,Hans Staden,,0,6,0,6
World Agudath Israel,World Agudath Israel,,0,2,0,2
33Rd Legislature Of The National Congress,33Rd Legislature Of The National Congress,,0,6,0,6
Kosovo Intelligence Agency,Kosovo Intelligence Agency,,0,2,0,2
Maculelê (Dance),Maculelê (Dance),,0,3,0,3
Anisette,Anisette,,0,2,0,2
Augusto Meyer,Augusto Meyer,,0,14,0,14
Gdp,Gdp,,0,44,0,44
Treaty Of Amiens,Treaty Of Amiens,,0,2,0,2
Jeriquara,Jeriquara,,0,2,0,2
Mannerism,Mannerism,,0,4,0,4
Quadrilátero Ferrífero,Quadrilátero Ferrífero,,0,2,0,2
Mozambican Portuguese,Mozambican Portuguese,,0,2,0,2
Caspar David Friedrich,Caspar David Friedrich,,0,4,0,4
1918 Brazilian General Election,1918 Brazilian General Election,,0,9,0,9
Economy Of Belo Horizonte,Economy Of Belo Horizonte,,0,2,0,2
José Maurício Nunes Garcia,José Maurício Nunes Garcia,,0,10,29,39
New York Stock Exchange,New York Stock Exchange,,0,6,0,6
Jatobá Do Piauí,Jatobá Do Piauí,,0,2,0,2
Dores De Guanhães,Dores De Guanhães,,0,4,0,4
Okinawa Island,Okinawa Island,,0,3,0,3
"Santa Terezinha, Santa Catarina","Santa Terezinha, Santa Catarina",,0,2,0,2
Latin American And Caribbean Space Agency,Latin American And Caribbean Space Agency,,0,2,0,2
Greco-Turkish War (1919–1922),Greco-Turkish War (1919–1922),,0,2,0,2
Luiz Felipe D'Avila,Luiz Felipe D'Avila,,0,2,0,2
History Of The Jews In Russia,History Of The Jews In Russia,,0,2,0,2
Playmobil,Playmobil,,0,2,0,2
Oswaldo Fadda,Oswaldo Fadda,,0,2,0,2
Anchovies As Food,Anchovies As Food,,0,2,0,2
Customs Department (Malta),Customs Department (Malta),,0,2,0,2
Ana Amélia Lemos,Ana Amélia Lemos,,0,3,0,3
University Of Vassouras,University Of Vassouras,,0,5,0,5
Paulo Tarso Flecha De Lima,Paulo Tarso Flecha De Lima,,0,16,0,16
Alambari,Alambari,,0,2,0,2
"Sítio Novo, Rio Grande Do Norte","Sítio Novo, Rio Grande Do Norte",,0,2,0,2
Luiz Gonzaga,Luiz Gonzaga,,0,18,0,18
Bhel Puri,Bhel Puri,,0,2,0,2
Franz Weissmann,Franz Weissmann,,0,17,0,17
Panic Of 1873,Panic Of 1873,,0,3,0,3
The Lion Has Seven Heads,The Lion Has Seven Heads,,0,3,0,3
Akuntsu Language,Akuntsu Language,,0,5,0,5
Legislative Assembly Of Maranhão,Legislative Assembly Of Maranhão,,0,6,0,6
Latifundia,Latifundia,,0,4,0,4
Roman Catholic Diocese Of Patos De Minas,Roman Catholic Diocese Of Patos De Minas,,0,2,0,2
North American Grappling Association,North American Grappling Association,,0,2,0,2
Lagoa Dos Três Cantos,Lagoa Dos Três Cantos,,0,3,0,3
Greater Porto Alegre,Greater Porto Alegre,,0,6,45,51
1912 Brazilian Legislative Election,1912 Brazilian Legislative Election,,0,8,0,8
Minas Novas,Minas Novas,,0,4,0,4
João Batista Ramos,João Batista Ramos,,0,2,0,2
"Pedro, Prince Imperial Of Brazil","Pedro, Prince Imperial Of Brazil",,0,2,0,2
Buíque,Buíque,,0,2,0,2
Laboratório Nacional De Luz Síncrotron,Laboratório Nacional De Luz Síncrotron,,0,10,10,20
Brasópolis,Brasópolis,,0,4,0,4
Facade,Facade,,0,2,0,2
Sprinkles,Sprinkles,,0,2,0,2
Adamantina,Adamantina,,0,2,0,2
